OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,CAPACITYKV,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,SHAPE_Length
2315,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2329,West Pennant Hills to Kenthurst,Operational,66,New South Wales,4,20161213,,0.101601242
2316,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2330,Razorback to Pheasants Nest,Operational,66,New South Wales,4,20161213,,0.069013223
2317,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2331,Boral Concrete to Tahmoor,Operational,66,New South Wales,4,20161213,,0.071258635
2318,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2332,Douglas Park to Razorback,Operational,66,New South Wales,4,20161213,,0.079599462
2319,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2333,Douglas Park to Colliery Cottage,Operational,66,New South Wales,4,20161213,,0.079158767
2320,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2334,Nepean to Douglas Park,Operational,66,New South Wales,4,20161213,,0.120599702
2321,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2335,Cataract River to Tee,Operational,66,New South Wales,4,20161213,,0.048406193
2322,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2336,Tower Mine,Operational,66,New South Wales,4,20161213,,0.037355066
2323,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2337,Nepean to Razorback,Operational,66,New South Wales,4,20161213,,0.17551754
2324,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2338,Douglas Park to Tee,Operational,66,New South Wales,4,20161213,,0.049175459
2325,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2339,Nepean to Tee,Operational,66,New South Wales,4,20161213,,0.190046458
2326,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2340,Razorback to Tee,Operational,66,New South Wales,4,20161213,,0.146798174
2327,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2341,Oakdale to Tee,Operational,66,New South Wales,4,20161213,,0.078828924
2328,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2342,Tahmoor to Xstrata Coal Tahmoor,Operational,66,New South Wales,4,20161213,,0.03483602
2329,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2343,Colliery Cottage to West Cliff Colliery,Operational,66,New South Wales,4,20161213,,0.031679006
2330,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2344,Appin Mine to Colliery Cottage,Operational,66,New South Wales,4,20161213,,0.023008671
2331,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2345,Razorback to Boral Concrete,Operational,66,New South Wales,4,20161213,,0.007953842
2332,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2346,Nepean to Blair Athol,Operational,66,New South Wales,4,20161213,,0.079118296
2333,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2347,Nepean to Blair Athol,Operational,66,New South Wales,4,20161213,,0.078533837
2334,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2348,Nepean to Tee,Operational,66,New South Wales,4,20161213,,0.158461007
2335,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2349,Hawkesbury to North Richmond,Operational,132,New South Wales,4,20161213,,0.131634651
2336,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2350,Eraring 132 to Wangi Wangi,Operational,132,New South Wales,4,20161213,,0.05795513
2337,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2351,Teralba to Arcadia Vale,Operational,132,New South Wales,4,20161213,,0.162345902
2338,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2352,Waratah West to Waratah,Operational,330,New South Wales,4,20161213,,0.007440639
2339,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2353,Tomago 132 to Medowie,Operational,132,New South Wales,4,20161213,,0.117408796
2340,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2354,Kurri to Telarah,Operational,330,New South Wales,4,20161213,,0.153868874
2341,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2355,Armidale to Saumarez Ponds,Operational,132,New South Wales,4,20161213,,0.187644498
2342,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2356,Narromine South to Nyngan,Operational,132,New South Wales,4,20161213,,1.299487636
2343,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2357,Dubbo to Narromine South,Operational,132,New South Wales,4,20161213,,0.411906894
2344,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2358,Dubbo to Nevertire,Operational,132,New South Wales,4,20161213,,1.151474713
2345,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2359,Nevertire to Nyngan,Operational,132,New South Wales,4,20161213,,0.605038412
2346,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2360,Nyngan to Tee,Operational,132,New South Wales,4,20161213,,1.232630532
2347,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2361,Peak Gold Mine to Tee,Operational,132,New South Wales,4,20161213,,0.104621162
2348,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,505,Guthega to Snowy Adit,Operational,132,New South Wales,2,20120710,,0.117488282
2349,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,496,Munyang to Snowy Adit,Operational,132,New South Wales,3,20120710,,0.119332647
2350,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,445,Tuggerah to Berkeley Vale,Operational,132,New South Wales,4,20161214,,0.029014175
2351,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,446,Tuggerah to Berkeley Vale,Operational,132,New South Wales,4,20161214,,0.029054358
2352,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2362,Gunnedah 132-66 to Gunnedah,Operational,66,New South Wales,4,20161214,,0.121361666
2353,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2363,Gunnedah to Boggabri,Operational,66,New South Wales,4,20161214,,0.380747616
2354,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2364,Boggabri to Narrabri,Operational,66,New South Wales,4,20161214,,0.468344449
2355,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2365,Gunnedah 132-66 to Lake Keepit,Operational,66,New South Wales,4,20161214,,0.186112832
2356,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2366,Borthwick to Inverell,Operational,66,New South Wales,4,20161214,,0.061627007
2357,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2367,Borthwick to Inverell,Operational,66,New South Wales,4,20161214,,0.062815993
2358,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,987,Davenport to Belalie,Operational,275,South Australia,3,20120710,,1.271279749
2359,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2368,Stony Creek to Fig Tree FDR,Operational,132,Queensland,3,20161104,Cloud cover,0.121129416
2360,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2369,Stony Creek to Havilah FDR,Operational,132,Queensland,3,20161104,Cloud cover,0.159396577
2361,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2370,Douglas Park to Appin Mine,Operational,66,New South Wales,4,20161213,,0.058063324
2362,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,991,Clare North to Tee,Operational,132,South Australia,5,20120710,,0.002856809
2363,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,991,Mintaro to Brinkworth,Operational,132,South Australia,5,20120710,,0.459900556
2364,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1435,Eneabba to Kerr-McGee Cataby,Operational,132,Western Australia,5,20120710,,0.724064468
2365,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1435,Eneabba to Tee,Operational,132,Western Australia,5,20120710,,0.002600071
2366,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1996,Ballarat North to Ballarat,Operational,66,Victoria,5,20130801,,0.105841449
2367,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2027,Garbutt to Neil Smith,Operational,66,Queensland,4,20130801,,0.04413932
2368,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2049,Brandy Hill to Stroud,Operational,132,New South Wales,1,20130903,,0.472655761
2369,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2371,Cooma to Adaminaby,Operational,66,New South Wales,4,20161212,,0.535541292
2370,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2372,Fairfax Lane to Tallawarra,Operational,132,New South Wales,5,20161213,,0.445440303
2371,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2373,Sydney South to Woonona,Operational,132,New South Wales,4,20161213,,0.13075799
2372,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2374,Sydney South to Woonona,Operational,132,New South Wales,4,20161213,,0.307454684
2373,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2375,North Richmond to Wallerawang,Operational,132,New South Wales,4,20161213,,0.709392683
2374,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2376,CSA Mine to Tee,Operational,132,New South Wales,4,20161213,,0.202118765
2375,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2377,Copeton To Borthwick,Operational,66,New South Wales,3,20161214,,0.297637999
1,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1,Callide B Power Station to Calvale,Operational,275,Queensland,5,20120710,,0.010167099
2,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,2,Callide B Power Station to Calvale,Operational,275,Queensland,5,20120710,,0.011240063
3,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,3,Calvale to Callide A Power Station,Operational,132,Queensland,5,20120710,,0.009303621
4,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,4,Braemar to Bulli Creek,Operational,330,Queensland,5,20120710,,0.830194011
5,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,5,Moura to Biloela Tee,Operational,132,Queensland,5,20120710,,0.466893011
6,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,6,Baralaba to Moura,Operational,132,Queensland,5,20120710,,0.382421069
7,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,7,Warwick to Stanthorpe,Operational,110,Queensland,5,20120710,,0.580243018
8,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,8,Callide C Power Station to Calvale,Operational,275,Queensland,5,20120710,,0.012945739
9,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,9,South Toowoomba Tee to Kearneys Spring,Operational,110,Queensland,5,20120710,,0.032802108
10,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,10,Middle Ridge to Yarranlea,Operational,110,Queensland,5,20120710,,0.472480034
11,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,11,Bulli Creek to Dumaresq,Operational,330,Queensland,5,20120710,,1.524833773
12,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,12,Biloela Tee to Callide A Power Station,Operational,132,Queensland,5,20120710,,0.138787593
13,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,13,Baralaba to Callide A Power Station,Operational,132,Queensland,5,20120710,,0.772231454
14,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,14,Middle Ridge to Postmans Ridge,Operational,110,Queensland,5,20120710,,0.176920058
15,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,15,Middle Ridge to Broxburn Tee,Operational,110,Queensland,4,20120710,,0.312156094
16,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,16,Yarranlea to Broxburn Tee,Operational,110,Queensland,4,20120710,,0.156432517
17,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,17,Columboola to Roma,Operational,132,Queensland,5,20120710,,1.450696448
18,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,18,Millmerrin Power Station to Millmerrin,Operational,330,Queensland,5,20120710,,0.007512264
19,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,19,Millmerran to Middle Ridge,Operational,330,Queensland,5,20120710,,0.924440691
20,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,20,Braemar to Bulli Creek,Operational,330,Queensland,5,20120710,,0.830194011
21,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,21,Bulli Creek to Dumaresq,Operational,330,Queensland,5,20120710,,1.524833773
22,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,22,Bulli Creek to Millmerrin,Operational,330,Queensland,5,20120710,,0.457672791
23,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,23,Bulli Creek to Millmerrin,Operational,330,Queensland,5,20120710,,0.457672791
24,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,24,Millmerrin Power Station to Millmerrin,Operational,330,Queensland,5,20120710,,0.007512264
25,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,25,Millmerran to Middle Ridge,Operational,330,Queensland,5,20120710,,0.924440691
26,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,26,Chinchilla to Columboola,Operational,132,Queensland,5,20120710,,0.39506391
27,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,27,Chinchilla to Columboola,Operational,132,Queensland,5,20120710,,0.39506391
28,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,28,Tarong to Chinchilla,Operational,132,Queensland,5,20120710,,1.31717149
29,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,29,Callide C Power Station to Calvale,Operational,275,Queensland,5,20120710,,0.012274246
30,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,30,Callide A to Halys,Operational,275,Queensland,3,20160318,,2.907959399
31,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,31,Biloela to Callide A Power Station,Operational,132,Queensland,5,20120710,,0.156260744
32,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,32,Biloela to Biloela Tee,Operational,132,Queensland,5,20120710,,0.017588425
33,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,33,Tarong to Middle Ridge,Operational,110,Queensland,5,20120710,,0.988330457
34,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,34,South Toowoomba Tee to Kearneys Spring,Operational,110,Queensland,5,20120710,,0.032543605
35,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,35,Middle Ridge to South Toowoomba Tee,Operational,110,Queensland,5,20120710,,0.012175203
36,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,36,Middle Ridge to South Toowoomba Tee,Operational,110,Queensland,5,20120710,,0.013331194
37,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,37,Broxburn Tee to Broxburn,Operational,110,Queensland,3,20120710,,0.000273945
38,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,38,Middle Ridge to Warwick,Operational,110,Queensland,5,20120710,,0.692722645
39,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,39,Middle Ridge to Warwick,Operational,110,Queensland,5,20120710,,0.646454147
40,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,40,Tangkam to Dalby,Operational,110,Queensland,5,20120710,,0.500452765
41,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,41,Oakey to Oakey Tee,Operational,110,Queensland,5,20120710,,0.029135653
42,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,42,Oakey Tee to Oakey Power Station,Operational,110,Queensland,5,20120710,,0.011449416
43,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,43,Tangkam to Oakey Tee,Operational,110,Queensland,5,20120710,,0.051436015
44,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,44,Tangkam to Oakey Tee,Operational,110,Queensland,5,20120710,,0.051436015
45,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,45,Oakey Tee to Oakey Power Station,Operational,110,Queensland,5,20120710,,0.011449416
46,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,46,Oakey to Oakey Tee,Operational,110,Queensland,5,20120710,,0.029135653
47,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,47,Braemar to Western Downs,Operational,275,Queensland,5,20130115,,0.263927859
48,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,48,Braemar Power Station to Braemar,Operational,275,Queensland,5,20130115,,0.006819978
49,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,49,North Goonyella to North Goonyella Tee,Operational,132,Queensland,5,20120710,,0.044692132
50,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,50,Kemmis to Nebo,Operational,132,Queensland,5,20120710,,0.305915102
51,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,51,Moranbah to Burton Downs Tee,Operational,132,Queensland,5,20120710,,0.353663597
52,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,52,Moranbah to Mount McLaren,Operational,132,Queensland,3,20120710,,0.607954686
53,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,53,Norwich Park to Norwich Park Tee,Operational,132,Queensland,5,20120710,,0.147696967
54,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,54,Blackwater to Lilyvale,Operational,132,Queensland,5,20120710,,0.63287977
55,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,55,Dysart to Norwich Park Tee,Operational,132,Queensland,5,20120710,,0.356466163
56,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,56,Lilyvale to Norwich Park Tee,Operational,132,Queensland,5,20120710,,0.3137112
57,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,57,Clermont to Barcaldine,Operational,132,Queensland,3,20120710,,2.513383272
58,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,58,Lilyvale to Broadsound,Operational,275,Queensland,5,20120710,,1.04990477
59,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,59,Dingo to Dingo Tee,Operational,132,Queensland,5,20120710,,0.119785547
60,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,60,Blackwater to Rangal,Operational,132,Queensland,5,20120710,,0.059367174
61,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,61,Coppabella to Coppabella Tee,Operational,132,Queensland,5,20120710,,0.247042868
62,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,62,Moranbah to Moranbah South,Operational,132,Queensland,3,20120710,,0.084827491
63,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,63,Baralaba to Dingo Tee,Operational,132,Queensland,5,20120710,,0.711802557
64,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,64,Baralaba to Blackwater,Operational,132,Queensland,5,20130801,,0.72345148
65,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,65,Blackwater to Dingo Tee,Operational,132,Queensland,5,20120710,,0.56473773
66,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,66,Blackwater to Lilyvale,Operational,132,Queensland,5,20120710,,0.632270038
67,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,67,Blackwater to Memooloo,Operational,132,Queensland,5,20160318,,0.692041348
68,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,68,Lilyvale to Gregory,Operational,132,Queensland,5,20120710,,0.043161068
69,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,69,Peak Downs to Peak Downs Tee,Operational,132,Queensland,5,20120710,,0.016646176
70,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,70,Moranbah to Coppabella Tee,Operational,132,Queensland,5,20120710,,0.205079944
71,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,71,Burton Downs to Burton Downs Tee,Operational,132,Queensland,5,20120710,,0.000534445
72,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,72,Coppabella Tee to Nebo,Operational,132,Queensland,5,20120710,,0.665844582
73,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,73,Burton Downs Tee to Kemmis,Operational,132,Queensland,5,20120710,,0.211445014
74,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,74,Nebo 275 to Nebo 132,Operational,275,Queensland,5,20120710,,0.001773051
75,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,75,Nebo to Strathmore,Operational,275,Queensland,5,20120710,,1.503153366
